Departement;Commune;Habitants;Agglo;Maire;Qui gere EP;Statut;Prestataire EP;Contact;Notes
"Yvelines (78)";"Ecquevilly";4105;"CU Grand Paris Seine et Oise";"Marc HERZ";"";"done";"GPSEO";"";""
"Val-d'Oise (95)";"Survilliers";4091;"CA Roissy Pays de France";"Adeline ROLDAO";"";"todo";"";"";""
"Val-d'Oise (95)";"Montsoult";4023;"CC Carnelle Pays-de-France";"Silvio BIELLO";"";"todo";"";"";""
"Val-d'Oise (95)";"Presles";4017;"CC Carnelle Pays-de-France";"Céline CAUDRON";"";"todo";"";"";""
"Yvelines (78)";"Juziers";3976;"CU Grand Paris Seine et Oise";"Cédric GUILLAUME";"";"done";"GPSEO";"";""
"Val-de-Marne (94)";"Santeny";3958;"EPT Grand Paris Sud Est Avenir";"Vincent BEDU";"";"inprogress";"";"";""
"Yvelines (78)";"Issou";3928;"CU Grand Paris Seine et Oise";"Julien PETIT";"";"done";"GPSEO";"";""
"Seine-et-Marne (77)";"Chevry-Cossigny";3904;"CC de l'Orée de la Brie";"Jonathan WOFSY";"commune";"done";"ALPHA TP";"";"MPE"
"Seine-et-Marne (77)";"Saint-Germain-sur-Morin";3891;"CA Marne et Gondoire";"Julien GAILLARD";"commune";"done";"BIR";"";"CM : ca fait quelque année qui travaille avec eu"
"Seine-et-Marne (77)";"La Rochette";3870;"CA Melun Val de Seine";"Pierre YVROUD";"commune";"done";"SPIE";"";"CM "
"Essonne (91)";"Boissy-sous-Saint-Yon";3855;"CC Entre Juine et Renarde";"Jean-Marc PICHON";"";"callback";"";"01 83 63 70 90";"Communauté commune entre juille et renard (CCEJR)"
"Seine-et-Marne (77)";"Saint-Mard";3847;"CC Plaines et Monts de France";"Daniel DOMETZ";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Ferrières-en-Brie";3841;"CC de l'Orée de la Brie";"Mireille MUNCH";"";"inprogress";"";"";""
"Yvelines (78)";"Mareil-Marly";3826;"CA Saint-Germain Boucles de Seine";"Dominique LAFON";"";"inprogress";"";"";"rappeler à 14h"
"Yvelines (78)";"Mézières-sur-Seine";3826;"CU Grand Paris Seine et Oise";"Franck FONTAINE";"";"done";"GPSEO";"";""
"Seine-et-Marne (77)";"Montry";3799;"CA Marne et Gondoire";"Yannick MARC";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Puiseux-en-France";3765;"CA Roissy Pays de France";"Séjiane RENÉ";"";"todo";"";"";""
"Essonne (91)";"Bruyères-le-Châtel";3738;"CA Cur d'Essonne";"Valérie PIQUE";"";"callback";"";"01 69 72 18 00";"Coeur essonne agglomeration"
"Yvelines (78)";"Ablis";3715;"CA Rambouillet Territoires";"Jean-François SIRET";"";"done";"PRUNEVIEILLE";"";""
"Seine-et-Marne (77)";"Boissise-le-Roi";3700;"CA Melun Val de Seine";"Véronique CHAGNAT";"";"inprogress";"";"";""
"Yvelines (78)";"Houdan";3699;"CC du Pays Houdanais";"Jean-Marie TÉTART";"";"done";"SES";"";""
"Seine-et-Marne (77)";"Varennes-sur-Seine";3688;"CC Pays de Montereau";"Annie CAPOLUNGO";"";"inprogress";"envoyé u mail";"acceuil@varennes-sur-seine.fr";""
"Essonne (91)";"La Ferté-Alais";3663;"CC du Val d'Essonne";"Pascal HILF";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Chauconin-Neufmontiers";3655;"CA du Pays de Meaux";"Marie LEAL";"";"inprogress";"";"";""
"Yvelines (78)";"Bailly";3650;"CA Versailles Grand Parc";"Stéphane GAULTIER";"";"inprogress";"";"technique@mairie-bailly.fr";"LUNDI À 9H"
"Val-d'Oise (95)";"Marines";3594;"CC du Vexin-Val de Seine";"Nadine NINOT";"";"todo";"";"";""
"Seine-et-Marne (77)";"Dampmart";3586;"CA Marne et Gondoire";"Laurent DELPECH";"commune";"done";"BIR";"";"CM : Passe commande 2 ou 3 fois dans l'année"
"Seine-et-Marne (77)";"Saint-Soupplets";3585;"CC Plaines et Monts de France";"Stéphane DEVAUCHELLE";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Pringy";3558;"CA Melun Val de Seine";"Eric CHOMAUDON";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Lizy-sur-Ourcq";3519;"CC du Provinois";"Cindy MOUSSI-LE GUILLOU";"";"inprogress";"";"";""
"Essonne (91)";"Cerny";3425;"CC du Val d'Essonne";"Marie-Claire CHAMBARET";"";"done";"SICAE";"";"CM"
"Seine-et-Marne (77)";"Thomery";3411;"CC Moret Seine et Loing";"Bruno MICHEL";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Chaumes-en-Brie";3401;"CC Val Briard";"François VENANZUOLA";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Servon";3396;"CC de l'Orée de la Brie";"Christophe COULOUMY";"commune";"done";"BIR";"";"CM "
"Essonne (91)";"Briis-sous-Forges";3375;"CC du Pays de Limours";"Emmanuel DASSA";"";"inprogress";"";"";""
"Essonne (91)";"Le Mérévillois";3364;"CA Étampois Sud-Essonne";"Guy DESMURS";"";"inprogress";"";"";""
"Yvelines (78)";"Buchelay";3340;"CU Grand Paris Seine et Oise";"Stéphane TREMBLAY";"";"done";"GPSEO / Bouygues";"";""
"Yvelines (78)";"Neauphle-le-Château";3340;"CC Cur d'Yvelines";"Sandrine KESLER";"";"done";"SPIE";"";"CM + Bailleur"
"Seine-et-Marne (77)";"Collégien";3334;"CA Marne et Gondoire";"Marc PINOTEAU";"agglo";"done";"";"";"Marne et gondoire"
"Val-d'Oise (95)";"Chaumontel";3332;"CC Carnelle Pays-de-France";"Sylvain SARAGOSA";"";"todo";"";"";""
"Val-d'Oise (95)";"Frépillon";3317;"CA Val Parisis";"Martine BERNARD";"";"todo";"";"";""
"Seine-et-Marne (77)";"Annet-sur-Marne";3317;"CA Roissy Pays de France";"Stéphanie AUZIAS";"agglo";"done";"";"";"COMMUNAUTE COMMUNE(CCPMF)"
"Seine-et-Marne (77)";"Mareuil-lès-Meaux";3304;"CC Brie Nangissienne";"Emilie SURAY";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Saint-Mammès";3302;"CC Moret Seine et Loing";"Leslie HALLEUR ECHAROUX";"commune";"done";"CITEOS";"";""
"Seine-et-Marne (77)";"Boissy-le-Châtel";3285;"CC des Deux Morin";"Jean-Michel WETZEL";"commune";"done";"SDESM";"";"CM "
"Seine-et-Marne (77)";"Rubelles";3273;"CA Melun Val de Seine";"Françoise LEFEBVRE";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Moussy-le-Neuf";3270;"CA Roissy Pays de France";"Anthony GRATACOS";"commune";"done";"BIR";"";"CM"
"Seine-et-Marne (77)";"Verneuil-l'Étang";3198;"CC Brie des Rivières et Châteaux";"Jocelyn BRAYET";"";"inprogress";"";"";""
"Yvelines (78)";"Porcheville";3162;"CU Grand Paris Seine et Oise";"Alec JALTIER";"";"done";"GPSEO";"";""
"Seine-et-Marne (77)";"Évry-Grégy-sur-Yerre";3150;"CC Bassée-Montois";"Gilles ROSSIGNEUX";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Asnières-sur-Oise";3127;"CC Carnelle Pays-de-France";"Éric THIERRY";"";"todo";"";"";""
"Val-d'Oise (95)";"Vémars";3124;"CA Roissy Pays de France";"Farid BENABDELAZIZ";"";"todo";"";"";""
"Essonne (91)";"Étiolles";3100;"CA Grand Paris Sud";"Stéphane PELLET";"";"callback";"";"";"Grand Paris Sud"
"Seine-et-Marne (77)";"Château-Landon";3085;"CC Gâtinais Val de Loing";"Benjamin ITÉ";"commune";"done";"SATELEC";"";"CM"
"Yvelines (78)";"Morainvilliers";3082;"CC Gally-Mauldre";"Fabienne DEVEZE";"";"done";"CU GPSEO";"";""
"Yvelines (78)";"Villiers-Saint-Frédéric";3068;"CC Cur d'Yvelines";"Xavier MURAT";"";"done";"SPIE ";"";""
"Essonne (91)";"Boutigny-sur-Essonne";3048;"CC du Val d'Essonne";"Mélanie LE GUILLOU";"";"done";"STELENS SEIP";"";"CM"
"Val-d'Oise (95)";"Montlignon";3038;"CA Plaine Vallée";"Sylvie JACQUIN";"";"todo";"";"";""
"Essonne (91)";"Saint-Vrain";3023;"CA Cur d'Essonne";"Corinne CORDIER";"";"inprogress";"";"";""
"Yvelines (78)";"Feucherolles";3020;"CC Gally-Mauldre";"Michel DELAMAIRE";"";"done";"EIFFAGE TAVERNY";"";""
"Seine-et-Marne (77)";"Pommeuse";3015;"CA Coulommiers Pays de Brie";"Victor IGNASIAK";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Faremoutiers";3013;"CC Brie des Rivières et Châteaux";"Nicolas CAUX";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Margency";3012;"CA Plaine Vallée";"Thierry BRUN";"";"todo";"";"";""
"Seine-et-Marne (77)";"Coupvray";2949;"CA Val d'Europe Agglomération";"Thierry CERRI";"";"inprogress";"";"";""
"Essonne (91)";"Champcueil";2873;"CC du Val d'Essonne";"Sandrine JACQUET";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"La Grande-Paroisse";2873;"CA Marne et Gondoire";"Emmanuel LEDOUX";"";"done";"SDEL IDF TRAVAUX / CITEOS";"";"Contrat entretien 4 ans"
"Yvelines (78)";"Montfort-l'Amaury";2870;"CC Cur d'Yvelines";"Hervé PLANCHENAULT";"";"done";"SEIP";"";""
"Seine-et-Marne (77)";"Saint-Germain-Laval";2828;"CC Gâtinais Val de Loing";"Jean-François BERMUDEZ";"";"callback";"";"";""
"Seine-et-Marne (77)";"Rozay-en-Brie";2819;"CC Val Briard";"Patrick PERCIK";"";"done";"SDESM";"";"CM "
"Essonne (91)";"Maisse";2802;"CC des Deux Vallées";"Jean-Marc LENGLET";"";"done";"Citéos";"";"CM"
"Seine-et-Marne (77)";"Bourron-Marlotte";2762;"CC Moret Seine et Loing";"Vitor VALENTE";"";"inprogress";"";"";""
"Essonne (91)";"Vert-le-Petit";2749;"CC du Val d'Essonne";"Vincent BERNIER";"";"inprogress";"";"mairie@vertlepetit.fr";""
"Seine-et-Marne (77)";"Grisy-Suisnes";2749;"CC Pays de Nemours";"Nadine GAVARD";"syndicat";"done";"EIFFAGE";"";"CM par le SDESM"
"Seine-et-Marne (77)";"Donnemarie-Dontilly";2747;"CC du Provinois";"Sandrine SOSINSKI";"";"inprogress";"";"";""
"Val-de-Marne (94)";"Périgny-sur-Yerres";2744;"EPT Grand Paris Sud Est Avenir";"Arnaud VEDIE";"commune";"done";"BIR";"";"CM "
"Val-d'Oise (95)";"Andilly";2742;"CA Plaine Vallée";"Alexandre LEGAL";"";"todo";"";"";""
"Seine-et-Marne (77)";"Vulaines-sur-Seine";2731;"CA du Pays de Fontainebleau";"Eve HARRISON";"commune";"done";"SPIE";"CM + Bailleur";""
"Val-d'Oise (95)";"Saint-Witz";2724;"CA Roissy Pays de France";"Nagège FERTÉ";"";"todo";"";"";""
"Val-d'Oise (95)";"Saint-Martin-du-Tertre";2689;"CC Carnelle Pays-de-France";"Nathalie BENYAHIA";"syndicat";"done";"sdevo enedis";"";"06 18 58  ; ;, 67 04"
"Val-d'Oise (95)";"Bernes-sur-Oise";2684;"CC Carnelle Pays-de-France";"Olivier ANTY";"";"todo";"";"";""
"Val-d'Oise (95)";"Roissy-en-France";2674;"CA Roissy Pays de France";"Michèle CALIX";"";"todo";"";"";""
"Seine-et-Marne (77)";"Longperrier";2669;"CA Paris - Vallée de la Marne";"Florence RONGIONE";"syndicat";"done";"BIR";"CM + B";""
"Seine-et-Marne (77)";"Guérard";2665;"CC Bassée-Montois";"François MESSINA";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Cannes-Écluse";2659;"CC Pays de Montereau";"Denis MIGUET";"commune";"done";"BIR";"";"CM "
